Name,MAC Address,IP Address,Subnet Mask,Default Gateway,DNS Servers,Domain Name,Lease Start Time,Lease End Time,Client Identifier,DHCP ServerIP,Boot File Name,Vendor Operating System
Es-5cd4468s48,98:e7:43:43:1c:b3,172.25.210.245,,,,global,,,,,,Windows 11
Es-5cd4468s4b,98:e7:43:38:8a:85,10.68.217.7,,,,global,,,,,,Windows 11
Es-5cd4468s4f,50:9a:4c:c7:07:e0,172.25.227.239,,,,global,,,,,,Windows 10
Es-5cd4468s4g,6c:0b:5e:89:ea:fb,172.25.219.205,,,,global,,,,,,Windows 10
Es-5cd4468s4l,c8:6e:08:9d:5e:4a,172.25.226.35,,,,global,,,,,,Windows 10
Es-5cd4468s4m,04:bf:1b:92:8c:0e,172.25.219.22,,,,global,,,,,,Windows 10
Es-5cd4475nsn,48:ea:62:30:9f:4c,172.25.212.217,,,,global,,,,,,Windows 10
Es-5cd4475nsp,98:e7:43:56:16:8e,172.25.226.241,,,,global,,,,,,Windows 11
Es-5cd4475nsr,48:ea:62:30:9f:5d,172.25.210.122,,,,global,,,,,,Windows 10
Es-5cd4475nst,00:05:9a:3c:7a:00,10.201.152.119,,,,global,,,,,,Windows 11
Es-5cd4475nsv,bc:38:98:8f:da:40,192.168.1.187,,,,global,,,,,,Windows 11
Es-5cd4475nsz,04:bf:1b:b3:b3:78,172.25.227.85,,,,global,,,,,,Windows 11
Es-5cd4475nt0,48:ea:62:30:9f:55,10.68.214.171,,,,global,,,,,,Windows 11
Es-5cd4475nt6,48:ea:62:30:9f:63,10.68.223.24,,,,global,,,,,,Windows 10
Es-5cd4475nt9,48:ea:62:30:9f:5f,10.68.219.145,,,,global,,,,,,Windows 10
Es-5cd4475ntc,60:18:95:06:85:65,172.25.225.179,,,,global,,,,,,Windows 11
Es-5cd4475ntd,be:38:98:8f:c1:90,192.168.137.1,,,,global,,,,,,Windows 11
Es-5cd4475ntf,00:05:9a:3c:7a:00,10.201.157.176,,,,global,,,,,,Windows 11
Es-5cd4475ntj,00:05:9a:3c:7a:00,10.229.206.242,,,,global,,,,,,Windows 11
Es-5cd4475ntk,30:d0:42:3d:e6:df,172.25.226.91,,,,global,,,,,,Windows 11
Es-5cd4475ntm,d0:94:66:f5:ed:b5,172.25.219.106,,,,global,,,,,,Windows 10
Es-5cd4475ntn,48:ea:62:41:9e:22,172.25.209.250,,,,global,,,,,,Windows 10
Es-5cd4475ntp,bc:38:98:91:bd:42,172.25.227.16,,,,global,,,,,,Windows 11
Es-5cd4475ntr,30:d0:42:3d:e4:70,172.25.228.157,,,,global,,,,,,Windows 10
Es-5cd4475ntt,00:05:9a:3c:7a:00,10.201.141.109,,,,global,,,,,,Windows 11
Es-5cd4475ntv,bc:38:98:91:bd:d8,192.168.1.78,,,,global,,,,,,Windows 11
Es-5cd4475ntw,98:e7:43:43:19:99,172.25.225.149,,,,global,,,,,,Windows 11
Es-5cd4475ntz,04:bf:1b:b3:83:fc,172.25.221.44,,,,global,,,,,,Windows 11
Es-5cd4475nv0,bc:38:98:8f:c1:ef,192.168.1.187,,,,global,,,,,,Windows 10
Es-5cd4475nv1,be:38:98:8f:c1:cc,192.168.137.1,,,,global,,,,,,Windows 11
Es-5cd4475nv4,04:bf:1b:92:8c:0e,172.25.219.22,,,,global,,,,,,Windows 10
Es-5cd4475nv5,bc:38:98:8f:c0:f5,172.25.225.183,,,,global,,,,,,Windows 11
Es-5cd4475nv6,04:bf:1b:92:8c:0e,172.25.219.22,,,,global,,,,,,Windows 10
Es-5cd4475nv7,d8:d0:90:4c:92:e1,10.68.223.102,,,,global,,,,,,Windows 10
Es-5cd5061zsy,24:fb:e3:26:5a:f6,10.68.219.232,,,,global,,,,,,Windows 11
Es-5cd5061zt4,24:fb:e3:33:49:05,10.68.223.68,,,,global,,,,,,Windows 11
Es-5cd5061zt7,ec:8e:77:44:ea:da,192.168.112.4,,,,global,,,,,,Windows 11
Es-5cd5061zt9,30:d0:42:3d:e5:4a,172.25.213.158,,,,global,,,,,,Windows 11
Es-5cd5061ztc,24:fb:e3:27:12:f4,172.25.230.173,,,,global,,,,,,Windows 11
Es-5cd5061ztj,c0:3e:ba:10:cb:58,10.79.64.198,,,,global,,,,,,Windows 11
Es-5cd5061ztk,24:fb:e3:33:49:12,10.68.219.59,,,,global,,,,,,Windows 11
Es-5cd5061ztl,00:05:9a:3c:7a:00,10.229.201.221,,,,global,,,,,,Windows 11
Es-5cd5061ztr,24:fb:e3:33:49:18,172.25.209.141,,,,global,,,,,,Windows 11
Es-5cd5061zty,24:fb:e3:27:14:e9,10.83.240.62,,,,global,,,,,,Windows 11
Es-5cd5061zv0,ec:8e:77:49:8a:0e,172.25.222.174,,,,global,,,,,,Windows 11
Es-5cd5061zv2,24:fb:e3:27:15:12,172.25.220.26,,,,global,,,,,,Windows 11
Es-5cd5061zv3,d8:d0:90:3e:7b:05,10.83.142.147,,,,global,,,,,,Windows 11
Es-5cd5061zv7,24:fb:e3:27:15:17,172.25.225.82,,,,global,,,,,,Windows 11
Es-5cd5061zv8,ec:8e:77:44:ea:2b,192.168.1.140,,,,global,,,,,,Windows 11
Es-5cd5061zv9,ec:8e:77:44:ea:62,10.234.182.177,,,,global,,,,,,Windows 11
Es-5cd506368p,98:e7:43:56:14:e5,172.25.226.203,,,,global,,,,,,Windows 11
Es-5cd506368q,04:bf:1b:96:1b:37,172.25.219.43,,,,global,,,,,,Windows 11
Es-5cd506368s,00:05:9a:3c:7a:00,10.230.97.210,,,,global,,,,,,Windows 11
Es-5cd506368t,24:fb:e3:28:1b:0e,10.83.208.68,,,,global,,,,,,Windows 11
Es-5cd506368v,24:fb:e3:28:1b:0f,172.25.212.170,,,,global,,,,,,Windows 11
Es-5cd506368w,98:e7:43:55:5c:99,10.83.45.44,,,,global,,,,,,Windows 11
Es-5cd506368z,98:e7:43:56:17:84,172.25.225.138,,,,global,,,,,,Windows 11
Es-5cd5063692,98:e7:43:55:d1:e1,10.83.180.41,,,,global,,,,,,Windows 11
Es-5cd5063693,04:bf:1b:9e:ef:cc,172.25.187.106,,,,global,,,,,,Windows 11
Es-5cd5063694,08:b4:d2:ef:0f:e7,10.68.219.249,,,,global,,,,,,Windows 11
Es-5cd5063696,30:d0:42:3d:e9:ff,172.25.215.117,,,,global,,,,,,Windows 11
Es-5cd5063697,24:fb:e3:28:1a:58,172.25.210.122,,,,global,,,,,,Windows 11
Es-5cd5063699,c0:3e:ba:1e:1f:9f,172.25.15.186,,,,global,,,,,,Windows 11
Es-5cd506369b,24:fb:e3:28:1b:38,10.83.245.43,,,,global,,,,,,Windows 11
Es-5cd506369d,08:b4:d2:f0:f4:56,192.168.1.195,,,,global,,,,,,Windows 11
Es-5cd506369f,24:fb:e3:28:1b:37,10.68.223.9,,,,global,,,,,,Windows 11
Es-5cd506369h,08:b4:d2:f0:f0:b4,192.168.1.12,,,,global,,,,,,Windows 11
Es-5cd506369j,24:fb:e3:28:1b:34,172.25.228.142,,,,global,,,,,,Windows 11
Es-5cd506369m,08:b4:d2:f1:be:27,192.168.1.68,,,,global,,,,,,Windows 11
Es-5cd506369q,08:b4:d2:f1:bf:30,172.20.10.4,,,,global,,,,,,Windows 11
Es-5cd506369r,08:b4:d2:f1:bf:94,192.168.1.46,,,,global,,,,,,Windows 11
Es-5cd506369s,24:fb:e3:33:cb:4a,172.25.218.140,,,,global,,,,,,Windows 11
Es-5cd506369v,24:fb:e3:28:1a:c4,172.25.37.35,,,,global,,,,,,Windows 11
Es-5cd506369x,98:e7:43:0f:f9:b6,10.68.223.47,,,,global,,,,,,Windows 11
Es-5cd506369y,08:b4:d2:f1:25:39,10.68.219.147,,,,global,,,,,,Windows 11
Es-5cd50636b0,00:05:9a:3c:7a:00,10.230.99.247,,,,global,,,,,,Windows 11
Es-5cd50636b2,04:bf:1b:11:a8:b4,10.68.223.49,,,,global,,,,,,Windows 11
Es-5cd50636b5,08:b4:d2:f9:8f:da,10.68.219.177,,,,global,,,,,,Windows 11
Es-5cd50636b6,04:bf:1b:bd:14:1a,10.68.218.227,,,,global,,,,,,Windows 11
Es-5cd50636b7,0a:b4:d2:f1:ac:c0,192.168.137.1,,,,global,,,,,,Windows 11
Es-5cd50636b8,00:05:9a:3c:7a:00,10.229.193.25,,,,global,,,,,,Windows 11
Es-5cd508435c,e8:62:be:21:4d:e1,10.68.218.206,,,,global,,,,,,Windows 11
Es-5cd508435d,98:e7:43:50:18:4d,172.25.186.255,,,,global,,,,,,Windows 11
Es-5cd508435g,c0:25:a5:ee:64:4f,10.68.218.247,,,,global,,,,,,Windows 11
Es-5cd508435k,c0:3e:ba:27:06:bb,172.25.188.134,,,,global,,,,,,Windows 11
Es-5cd5084360,3c:2c:30:d9:cb:0b,10.68.218.105,,,,global,,,,,,Windows 11
Es-5cd5084364,e8:62:be:21:e1:d9,172.25.223.173,,,,global,,,,,,Windows 11
Es-5cd5084367,c0:25:a5:ee:64:4f,10.68.218.247,,,,global,,,,,,Windows 11
Es-5cd5084368,24:fb:e3:20:10:51,172.25.184.244,,,,global,,,,,,Windows 11
Es-8cc4440nz9,6c:0b:5e:7a:37:5a,172.25.217.175,,,,global,,,,,,Windows 11
Es-8cc4440nzg,6c:0b:5e:7a:37:57,172.25.227.82,,,,global,,,,,,Windows 11
Es-8cc4440nzp,6c:0b:5e:7a:34:6c,172.25.222.170,,,,global,,,,,,Windows 11
Es-8cc4440nzt,6c:0b:5e:7a:34:68,10.68.218.248,,,,global,,,,,,Windows 11
Es-8cc4440nzx,6c:0b:5e:7a:34:67,10.79.88.32,,,,global,,,,,,Windows 11
Es-8cc4440p02,6c:0b:5e:7a:36:40,10.68.219.239,,,,global,,,,,,Windows 11
Es-8cc4440p08,00:05:9a:3c:7a:00,10.229.194.20,,,,global,,,,,,Windows 11
Es-8cc4440p0c,6c:0b:5e:7a:33:f4,172.25.227.139,,,,global,,,,,,Windows 11
Es-8cc5081ldb,24:fb:e3:28:d6:c3,10.68.218.217,,,,global,,,,,,Windows 11
Ex66,28:00:af:1c:6d:12,10.83.220.56,,,,global,,,,,,Windows 10
EX67,28:00:af:1a:c3:a9,10.83.220.51,,,,global,,,,,,Windows 10 Enterprise
Ex68,28:00:af:1c:6c:f5,10.83.220.49,,,,global,,,,,,Windows 10
EX69,a8:59:5f:77:dc:e7,192.168.0.201,,,,global,,,,,,Windows 10 Enterprise
F037,6c:0b:5e:7a:34:6a,172.25.223.122,,,,global,,,,,,Windows 10
F078,04:bf:1b:bb:f8:48,172.25.223.216,,,,global,,,,,,Windows 10 Enterprise
F118,c8:6e:08:9c:f2:2a,172.25.223.214,,,,global,,,,,,Windows 10
f133,18:66:da:3b:6a:86,172.25.223.156,,,,global,,,,,,Windows 10 Pro
f143,4c:52:62:ba:a2:1d,172.25.223.249,,,,global,,,,,,Windows 10
F196,,,,,,global,,,,,,
F200,c4:47:4e:b7:99:36,172.25.222.205,,,,global,,,,,,Windows 10 Enterprise
F302,4c:d7:17:9e:3a:9e,172.25.227.14,,,,global,,,,,,Windows 11
f303,,,,,,global,,,,,,Windows 10 Pro
F453,c8:6e:08:99:51:a6,172.25.223.75,,,,global,,,,,,Windows 10
F503,04:bf:1b:c6:6e:28,172.25.223.94,,,,global,,,,,,Windows 10
F507,90:8d:6e:2a:b3:b3,172.25.223.23,,,,global,,,,,,Windows 10
F602,e8:62:be:21:56:10,172.25.223.248,,,,global,,,,,,Windows 10
F81pc5j - precision t1650,,,,,,global,,,,,,
Fbsh4s1 - latitude e5420,,,,,,global,,,,,,
Fc0d5s1 - latitude e5420,,,,,,global,,,,,,
Fctf15j - precision t1600,,,,,,global,,,,,,
Fwrxkj3 - optiplex 7490 aio,5c:e4:2a:01:4e:b5,10.68.79.159,,,,global,,,,,,Windows 10
G1JZPN2 - Latitude 5289,,,,,Alpha.com,global,,,,,,
GCL5,98:e7:43:5a:d0:c6,172.25.212.55,,,,global,,,,,,Windows 10 Enterprise
Gr-5cd5031vnk,ec:8e:77:47:94:01,172.25.65.109,,,,global,,,,,,Windows 11
Gr-5cd5031vnl,48:ea:62:35:87:4e,172.25.65.45,,,,global,,,,,,Windows 11
Gr-5cd5031vnm,48:ea:62:35:87:4d,172.25.65.44,,,,global,,,,,,Windows 11
Gr-5cd5031vnn,48:ea:62:35:87:4c,172.25.65.79,,,,global,,,,,,Windows 11
Gr-5cd5042x54,24:fb:e3:23:3b:28,172.25.65.85,,,,global,,,,,,Windows 11
Gr-5cd5042x55,24:fb:e3:23:3b:27,172.25.65.79,,,,global,,,,,,Windows 11
Gr-5cd5121hm6,24:fb:e3:c0:fa:2e,172.25.65.35,,,,global,,,,,,Windows 11
Gr12,00:05:9a:3c:7a:00,10.230.99.193,,,,global,,,,,,Windows 10
Hd81952 - optiplex 9020,,,,,,global,,,,,,
Hdg0852 - optiplex 7020,,,,,,global,,,,,,
He08,58:6d:67:48:88:07,10.83.205.115,,,,global,,,,,,Windows 10
Hmw26g3 - latitude e5420,,,,,,global,,,,,,
HP EliteBook 640 14 inch G10,d0:65:78:46:41:ff,172.28.97.169,,,,global,,,,,,Windows 10
Hrm-lp2,28:c5:d2:95:88:b4,172.25.65.38,,,,global,,,,,,Windows 10
Hu07,04:bf:1b:96:22:e8,172.25.228.113,,,,global,,,,,,Windows 10
Ig34,00:05:9a:3c:7a:00,10.229.204.119,,,,global,,,,,,Windows 10
Ig35,48:ea:62:30:9f:65,10.83.149.150,,,,global,,,,,,Windows 10
IL01,00:05:9a:3c:7a:00,10.229.230.55,,,,global,,,,,,Windows 10
IL02,00:05:9a:3c:7a:00,10.229.198.136,,,,global,,,,,,Windows 10
IL03,00:05:9a:3c:7a:00,10.229.225.99,,,,global,,,,,,Windows 10
IL04,,,,,,global,,,,,,
IL05,,,,,,global,,,,,,
IL06,,,,,,global,,,,,,
In05,c8:6e:08:44:00:25,10.68.218.185,,,,global,,,,,,Windows 10
Ind-11fpc63,a4:97:b1:f1:c0:bd,10.234.47.100,,,,global,,,,,,Windows 11
Ind-1vmw824,02:05:85:7f:eb:80,172.23.184.171,,,,global,,,,,,Windows 11
Ind-2yfk9g3,0c:9a:3c:d0:bc:f9,192.168.1.201,,,,global,,,,,,Windows 10
Ind-37mjw93,ec:63:d7:d3:33:f8,10.90.96.100,,,,global,,,,,,Windows 10
Ind-3h64s93,d4:1b:81:13:09:5f,10.254.252.112,,,,global,,,,,,Windows 11
Ind-3zxrpt3,02:05:85:7f:eb:80,172.23.188.139,,,,global,,,,,,Windows 11
Ind-43yrpt3,02:05:85:7f:eb:80,172.23.186.167,,,,global,,,,,,Windows 10
Ind-4jx3s93,02:05:85:7f:eb:80,10.69.107.159,,,,global,,,,,,Windows 10
Ind-4s18nq3,f8:9e:94:6d:14:97,192.168.29.219,,,,global,,,,,,Windows 10
Ind-57j79g3,0c:9a:3c:d4:7b:55,192.168.1.101,,,,global,,,,,,Windows 11
Ind-5cd051bj13,60:6d:3c:c8:42:4a,10.243.86.117,,,,global,,,,,,Windows 11
Ind-5cd102gwlz,fc:44:82:07:be:6c,192.168.0.197,,,,global,,,,,,Windows 11
Ind-5cd120nnnw,ec:63:d7:6d:80:67,192.168.1.6,,,,global,,,,,,Windows 11
Ind-5cd121v1nd,f0:9e:4a:2d:99:e3,192.168.29.25,,,,global,,,,,,Windows 10
Ind-5cd12777lp,48:9e:bd:33:44:31,10.243.86.90,,,,global,,,,,,Windows 11
Ind-5cd15178bw,c8:5a:cf:a6:b7:58,10.69.4.199,,,,global,,,,,,Windows 11
Ind-5cd15178my,ac:74:b1:ab:2c:37,192.168.61.223,,,,global,,,,,,Windows 11
Ind-5cd15178wh,c8:5a:cf:b9:13:b7,10.69.5.41,,,,global,,,,,,Windows 11
Ind-5cd208k9h6,20:c1:9b:36:c6:2b,10.254.255.199,,,,global,,,,,,Windows 10
Ind-5cd352b1vs,02:05:85:7f:eb:80,10.69.107.51,,,,global,,,,,,Windows 11
Ind-5cd352b1yb,4c:5f:70:29:b1:c0,10.243.67.58,,,,global,,,,,,Windows 11
Ind-5cd352b2d7,4c:5f:70:29:2d:3b,192.168.226.172,,,,global,,,,,,Windows 11
Ind-5cd352b2yy,4c:5f:70:2d:18:8d,192.168.29.86,,,,global,,,,,,Windows 11
Ind-5cd352b3g0,2c:58:b9:34:8f:6c,192.168.1.8,,,,global,,,,,,Windows 11
Ind-5cd4013bbk,4c:5f:70:2a:03:8c,192.168.60.212,,,,global,,,,,,Windows 11
Ind-5cd4013bbq,4c:5f:70:29:c5:57,192.168.1.3,,,,global,,,,,,Windows 11
Ind-5cd412k3y2,e4:c7:67:52:5d:fa,10.80.206.72,,,,global,,,,,,Windows 11
Ind-5cd412k4w6,02:05:85:7f:eb:80,10.178.130.133,,,,global,,,,,,Windows 11
Ind-5cd412k4wr,02:05:85:7f:eb:80,172.23.187.153,,,,global,,,,,,Windows 11
Ind-5cd412k596,e4:c7:67:52:a5:94,192.168.29.136,,,,global,,,,,,Windows 11
Ind-5cd412k5q8,e4:c7:67:52:86:ef,192.168.231.217,,,,global,,,,,,Windows 11
Ind-5cd412k67r,e4:c7:67:50:0d:43,192.168.29.117,,,,global,,,,,,Windows 11
Ind-5cd412k6jj,e4:c7:67:52:50:80,192.168.1.38,,,,global,,,,,,Windows 11
Ind-5cd412k74t,e4:c7:67:4f:3a:99,192.168.1.3,,,,global,,,,,,Windows 10
Ind-5cd412k7d8,e4:c7:67:51:74:5d,192.168.1.4,,,,global,,,,,,Windows 11
Ind-5cd412k7ln,e4:c7:67:50:2e:45,192.168.1.46,,,,global,,,,,,Windows 11
Ind-5cd4130135,02:05:85:7f:eb:80,172.23.184.141,,,,global,,,,,,Windows 11
Ind-5cd413014q,e4:c7:67:52:95:81,192.168.1.8,,,,global,,,,,,Windows 11
Ind-5cd413019x,e4:c7:67:51:03:51,10.254.249.247,,,,global,,,,,,Windows 11
Ind-5cd4133p74,e4:c7:67:bd:be:60,192.168.180.237,,,,global,,,,,,Windows 11
Ind-5cd4133p8x,e4:c7:67:bd:be:56,192.168.57.227,,,,global,,,,,,Windows 11
Ind-5cd4133pc7,e4:c7:67:bb:35:37,192.168.2.104,,,,global,,,,,,Windows 11
Ind-5cd4133pfl,02:05:85:7f:eb:80,172.23.187.149,,,,global,,,,,,Windows 11
Ind-5cd4133pjl,e4:c7:67:bd:62:53,192.168.2.100,,,,global,,,,,,Windows 11
Ind-5cd450k68n,ec:4c:8c:9d:02:47,192.168.43.170,,,,global,,,,,,Windows 10
Ind-5cd450k68q,48:ea:62:8e:30:ea,192.168.1.7,,,,global,,,,,,Windows 10
Ind-5cd4513ckl,bc:38:98:91:6e:f5,192.168.1.6,,,,global,,,,,,Windows 10
Ind-5cg1043588,02:05:85:7f:eb:80,172.23.187.146,,,,global,,,,,,Windows 11
Ind-5cg10435cg,8c:55:4a:4c:aa:9a,192.168.213.187,,,,global,,,,,,Windows 10
Ind-5cg10437xx,02:05:85:7f:eb:80,172.23.187.94,,,,global,,,,,,Windows 10
Ind-5cg1057cgx,50:2f:9b:61:52:15,192.168.29.196,,,,global,,,,,,Windows 10
Ind-5cg1057f07,50:2f:9b:60:ca:d9,192.168.1.55,,,,global,,,,,,Windows 10
Ind-5cg1367dtk,a8:64:f1:95:1b:22,10.234.47.169,,,,global,,,,,,Windows 10
Ind-5cg1391scb,a8:64:f1:47:1d:78,192.168.29.118,,,,global,,,,,,Windows 11
Ind-5cg1418h3v,dc:21:5c:b8:3a:12,10.52.12.187,,,,global,,,,,,Windows 11
Ind-5cg1418yyy,dc:21:5c:b9:ad:4d,192.168.1.80,,,,global,,,,,,Windows 11
Ind-5cg14191jy,02:05:85:7f:eb:80,172.23.187.112,,,,global,,,,,,Windows 10
Ind-5cg14218h1,02:05:85:7f:eb:80,10.178.131.107,,,,global,,,,,,Windows 11
Ind-5cg14791fb,a8:93:4a:5e:7b:13,192.168.0.114,,,,global,,,,,,Windows 11
Ind-5cg2124hqs,02:05:85:7f:eb:80,10.178.131.88,,,,global,,,,,,Windows 11
Ind-5cg2124s0j,7c:21:4a:b3:b4:60,192.168.1.50,,,,global,,,,,,Windows 11
Ind-5cg2281pwd,08:8e:90:ab:a0:72,192.168.29.248,,,,global,,,,,,Windows 11
Ind-5cg22821xm,0c:37:96:b4:fb:88,10.243.74.47,,,,global,,,,,,Windows 11
Ind-5cg228239y,08:8e:90:a5:8b:d8,192.168.1.3,,,,global,,,,,,Windows 10
Ind-5cg23243mx,f8:9e:94:31:e8:95,192.168.29.144,,,,global,,,,,,Windows 11
Ind-5cg232583g,f8:9e:94:34:25:42,192.168.0.101,,,,global,,,,,,Windows 10
Ind-5dzw6l3,2c:6d:c1:73:be:64,192.168.91.239,,,,global,,,,,,Windows 11
Ind-62w3s93,d4:1b:81:5a:40:2d,192.168.29.36,,,,global,,,,,,Windows 10
Ind-650xms3,54:6c:eb:d3:5a:d6,192.168.1.37,,,,global,,,,,,Windows 11
Ind-6kqn203,8c:47:be:1a:b8:6f,10.69.4.155,,,,global,,,,,,Windows 10
Ind-7jfk9g3,dc:21:48:26:b2:3b,192.168.29.212,,,,global,,,,,,Windows 10
Ind-83yrpt3,02:05:85:7f:eb:80,172.23.185.231,,,,global,,,,,,Windows 10
Ind-9b54s93,74:12:b3:ec:6c:d3,192.168.1.10,,,,global,,,,,,Windows 11
Ind-9dc1303,28:cd:c4:71:d7:f7,192.168.29.54,,,,global,,,,,,Windows 11
Ind-9ktn203,28:cd:c4:0a:d9:63,192.168.134.1,,,,global,,,,,,Windows 11
Ind-b3j79g3,02:05:85:7f:eb:80,172.23.184.53,,,,global,,,,,,Windows 10
Ind-c2jcs93,c0:25:a5:26:c2:95,10.69.5.10,,,,global,,,,,,Windows 11
Ind-cjqpss3,54:6c:eb:af:ae:f1,10.254.248.240,,,,global,,,,,,Windows 10
Ind-cv100334410,28:df:eb:0e:58:bc,172.20.10.3,,,,global,,,,,,Windows 11
Ind-cv14y450390,50:84:92:db:50:88,192.168.55.102,,,,global,,,,,,Windows 10
Ind-fk04s93,c0:25:a5:1e:12:a9,10.69.5.160,,,,global,,,,,,Windows 10
Ind-fkt1zl3,60:a5:e2:a4:64:9c,192.168.0.149,,,,global,,,,,,Windows 11
Ind-j9ngkt3,58:ce:2a:fe:eb:33,192.168.0.186,,,,global,,,,,,Windows 11
Ind-jq0w7r3,2c:33:58:d9:38:f7,192.168.115.191,,,,global,,,,,,Windows 10
Ind-jr28nq3,02:05:85:7f:eb:80,172.23.184.174,,,,global,,,,,,Windows 11
Ind-lr0dvzyn,6c:6a:77:f5:f8:1b,192.168.182.85,,,,global,,,,,,Windows 11
Ind-pf3ge8hn,02:05:85:7f:eb:80,172.23.185.253,,,,global,,,,,,Windows 10
Ind-pf3vnwf7,02:05:85:7f:eb:80,172.23.186.31,,,,global,,,,,,Windows 10
Ind-pf3xty7e,a0:80:69:00:f7:ad,192.168.29.198,,,,global,,,,,,Windows 10
Ind-pg01fjhy,48:a4:72:db:08:80,192.168.29.59,,,,global,,,,,,Windows 11
Ind-pg02hekv,c0:3c:59:0a:1f:86,192.168.76.4,,,,global,,,,,,Windows 11
Infar52018,64:51:06:38:7d:b4,10.69.103.208,,,,global,,,,,,Windows 10
Infph01731,d4:3d:7e:60:0c:c5,10.69.5.104,,,,global,,,,,,Windows 10
Infph01969,00:23:24:49:e0:42,10.69.5.9,,,,global,,,,,,Windows 10
Infph01987,00:23:24:49:e1:d8,10.69.5.87,,,,global,,,,,,Windows 10
Infph02543,44:8a:5b:57:5c:9f,10.69.4.210,,,,global,,,,,,Windows 10
Infph02571,44:8a:5b:75:01:05,10.69.5.101,,,,global,,,,,,Windows 10
Infph02588,44:8a:5b:75:01:dc,10.69.5.229,,,,global,,,,,,Windows 10
Infph02617,44:8a:5b:75:09:44,10.69.5.237,,,,global,,,,,,Windows 10
Infph02687,44:8a:5b:73:e7:66,10.69.5.157,,,,global,,,,,,Windows 10
Infph02691,44:8a:5b:75:17:b4,10.69.4.114,,,,global,,,,,,Windows 10
Infph02693,44:8a:5b:75:03:32,10.69.5.224,,,,global,,,,,,Windows 10
Infph02737,b0:83:fe:56:af:05,10.69.4.30,,,,global,,,,,,Windows 10
Infph02763,b0:83:fe:56:5e:4b,10.69.4.2,,,,global,,,,,,Windows 10
Infph02782,b0:83:fe:56:dd:ab,10.69.4.35,,,,global,,,,,,Windows 10
Infph02792,b0:83:fe:56:e3:48,10.69.4.126,,,,global,,,,,,Windows 10
Infph02833,b0:83:fe:56:f3:f6,10.69.5.211,,,,global,,,,,,Windows 10
Infph02837,b0:83:fe:56:ed:c7,10.69.5.241,,,,global,,,,,,Windows 10
Infph02851,b0:83:fe:57:02:3d,10.69.4.129,,,,global,,,,,,Windows 10
Infph02861,b0:83:fe:57:02:3a,10.69.5.205,,,,global,,,,,,Windows 10
Infph02870,b0:83:fe:56:ec:62,10.69.4.47,,,,global,,,,,,Windows 10
Infph02872,b0:83:fe:56:d5:06,10.69.5.12,,,,global,,,,,,Windows 10
Infph02877,b0:83:fe:57:03:5e,10.69.5.230,,,,global,,,,,,Windows 10
Infph04008,b0:83:fe:77:46:e9,10.69.4.51,,,,global,,,,,,Windows 10
Infph04031,b0:83:fe:77:89:df,10.69.4.242,,,,global,,,,,,Windows 10
Infph04077,b0:83:fe:77:40:36,10.69.5.195,,,,global,,,,,,Windows 10
Infph04082,b0:83:fe:77:40:cb,10.69.5.13,,,,global,,,,,,Windows 10
Infph04294,ec:b1:d7:34:7c:f6,10.69.5.121,,,,global,,,,,,Windows 10
Infph04325,ec:b1:d7:3b:d6:62,10.69.4.3,,,,global,,,,,,Windows 10
Infph04336,8c:dc:d4:40:9a:eb,10.69.5.57,,,,global,,,,,,Windows 10
Infph04356,ec:b1:d7:3a:d6:8c,10.69.4.105,,,,global,,,,,,Windows 10
Infph04359,ec:b1:d7:3b:d6:4f,10.69.5.171,,,,global,,,,,,Windows 10
Infph04365,ec:b1:d7:34:7d:0a,10.69.5.174,,,,global,,,,,,Windows 10
Infph04373,ec:b1:d7:34:7d:17,10.69.4.65,,,,global,,,,,,Windows 10
Infph04407,ec:b1:d7:3b:d6:55,10.69.5.150,,,,global,,,,,,Windows 10
Infph04422,8c:dc:d4:40:a1:ac,10.69.5.248,,,,global,,,,,,Windows 10
Infph04437,8c:dc:d4:3e:78:51,10.69.5.93,,,,global,,,,,,Windows 10
Infph04440,8c:dc:d4:40:a1:b4,10.69.4.250,,,,global,,,,,,Windows 10
It110928,d8:9e:f3:2e:fa:12,192.168.1.123,,,,global,,,,,,Windows 10
It110960,54:bf:64:9c:37:57,10.68.30.2,,,,global,,,,,,Windows 10
It110964,6c:2b:59:e9:ec:b2,10.8.8.27,,,,global,,,,,,Windows 10
It120415,48:4d:7e:d2:e1:1e,10.68.20.85,,,,global,,,,,,Windows 10
It120514,6c:2b:59:dd:67:8c,10.68.20.187,,,,global,,,,,,Windows 10
It120557,70:b5:e8:64:be:b8,10.68.21.155,,,,global,,,,,,Windows 10
It210006,34:48:ed:6e:8a:94,10.68.23.131,,,,global,,,,,,Windows 10
It210976,8c:ec:4b:2d:2f:d8,10.68.22.226,,,,global,,,,,,Windows 10
It210984,04:33:c2:64:f7:f3,10.68.18.188,,,,global,,,,,,Windows 10
It211015,cc:48:3a:4c:2e:c2,192.168.0.107,,,,global,,,,,,Windows 10
It211168,28:11:a8:cd:0e:b0,10.68.23.121,,,,global,,,,,,Windows 10
It220338,5c:5f:67:02:41:ad,10.68.20.136,,,,global,,,,,,Windows 10
It220401,34:48:ed:dc:ec:82,10.68.20.163,,,,global,,,,,,Windows 10
It220417,44:af:28:bc:1c:77,10.92.82.22,,,,global,,,,,,Windows 10
It220448,ac:74:b1:e0:79:87,10.68.20.121,,,,global,,,,,,Windows 10
