Serial number,MAC Address,IP Address,Fully qualified domain name,Name,Chassis type,Product instance identifier,Operational status,Host name,Assigned to,Domain,Object ID,Most recent discovery,IOS version,Operating System,Confidence Score
KK3XNM3M,11:03:67:C1:60:DC,10.1.31.36,tb-it60.contoso.local,TB-IT60,11.0,84068188-D3B8-4049-9CC2-8798FA19ED1A,Operational,tb-it60,FABRIKAM\theodore.flores,CONTOSO,16763131.0,22-04-2025 09:06,5.00.9049.1000,Windows Server 2022 Standard,90.0
1DC35KOM89,44:61:5E:F5:04:66,10.1.11.200,ws-it040.contoso.local,,3.0,D3004D76-C59B-4996-9575-A2C9C89A94A1,Operational,ws-it040,CORP\david.thomas,CONTOSO,16750847.0,23-03-2025 08:29,5.00.9049.1000,Windows Server 2019 Standard,100.0
7IS5GHJF,00:C1:EC:2B:51:8A,,lt-it106.contoso.local,LT-IT106,10.0,160F3C99-52DD-45A3-BE7C-C7FA9B77A2CF,Operational,lt-it106,FABRIKAM\rebekah.spencer,CONTOSO,16770607.0,05-04-2025 18:23,5.00.9049.1000,Windows Server 2019 Standard,100.0
XU700LTP,15:D4:6D:92:4F:50,10.1.21.159,lt-it191.fabrikam.local,LT-IT191,8.0,2BA7960C-6803-4D9B-A6C1-C28C398AA099,Operational,lt-it191,CONTOSO\danielle.brown,FABRIKAM,16794588.0,25-03-2025 11:23,5.00.9040.1001,Windows Server 2022 Standard,95.0
LFO160N,1D:FC:CD:09:A9:B3,10.1.11.177,ws-it187.fabrikam.local,WS-IT187,7.0,074D2B41-084B-49B7-B84B-AB1143A6449B,Operational,ws-it187,,FABRIKAM,16745048.0,11-04-2025 19:41,5.00.9049.1000,Windows Server 2019 Standard,100.0
ANKUR4DM,5C:1A:E4:91:F2:7B,10.1.21.156,lt-it205.corp.local,LT-IT205,14.0,BE1DD30A-11DF-449C-9A9B-805FD9D1B13C,Operational,lt-it205,FABRIKAM\jesus.robinson,CORP,16752379.0,22-04-2025 10:32,5.00.9040.1001,Windows Server 2019 Standard,100.0
UL7HEIT,6D:F9:98:A7:E4:0F,10.1.21.155,lt-it344.fabrikam.local,LT-IT344,14.0,7E9C7F6A-6BFB-4FE2-860D-89DAD731C8AC,Operational,,CORP\james.tucker,FABRIKAM,16778267.0,25-03-2025 17:06,5.00.9049.1000,Windows Server 2022 Standard,90.0
TUFLUL9T,D9:74:5D:D2:B4:24,10.1.21.154,lt-it166.corp.local,,8.0,3D4AE4F0-89D0-4721-8BC9-65710113B472,Operational,lt-it166,CONTOSO\joseph.ward,CORP,16718946.0,30-03-2025 14:20,5.00.9049.1000,Windows Server 2019 Standard,100.0
Z1STOPK,A0:6C:F4:77:B4:D5,10.1.21.153,lt-it271.contoso.local,LT-IT271,14.0,74CB0A2F-695C-4E46-9100-DCB0EBD1B7ED,Operational,lt-it271,CORP\gary.moody,CONTOSO,16709920.0,22-04-2025 08:15,5.00.9049.1000,Windows Server 2022 Standard,90.0
DMG5OL4,,10.1.21.152,lt-it258.fabrikam.local,LT-IT258,9.0,C5B2673B-66C0-4651-93CD-6909F9E1CFD7,Operational,lt-it258,CONTOSO\david.turner,FABRIKAM,16767820.0,,5.00.9040.1001,Windows Server 2019 Standard,100.0
3CURMHX,BD:D5:82:92:AE:CC,10.1.11.178,ws-it152.fabrikam.local,WS-IT152,4.0,46D8CCB9-FCA0-445F-AB23-8383AE6835CD,Operational,ws-it152,CORP\stephanie.gonzalez,FABRIKAM,16734715.0,06-04-2025 19:28,5.00.9049.1000,Windows Server 2019 Standard,100.0
BRJ6FOI2R6,EC:17:C9:8B:08:1A,10.1.11.179,ws-it195.corp.local,WS-IT195,,1056F336-2705-4F14-885E-AE93946F9DB1,Operational,ws-it195,FABRIKAM\timothy.kim,CORP,16744100.0,07-04-2025 14:21,5.00.9049.1000,Windows Server 2022 Standard,90.0
XWMMSP6W2Z,15:F4:E6:BB:5B:8F,10.1.21.151,lt-it031.corp.local,LT-IT031,14.0,495B0118-79B1-40AC-A1AD-7F89E71C2D07,Operational,lt-it031,CORP\jennifer.morales,,16737394.0,07-04-2025 12:53,5.00.9049.1000,Windows Server 2022 Standard,95.0
D66XJCEU,34:46:D1:39:81:B6,10.1.11.176,ws-it712.contoso.local,WS-IT712,17.0,E73CD020-3AFE-4D32-88E2-74948D7DB268,Operational,,FABRIKAM\jill.mitchell,CONTOSO,16787851.0,23-03-2025 09:41,5.00.9049.1000,Windows Server 2022 Standard,90.0
PPIEH4BH,AC:93:12:F7:38:C9,10.1.11.175,ws-it474.contoso.local,,15.0,C93B8AC7-64DC-45A4-9691-68CA318CE32E,Operational,ws-it474,CORP\lisa.taylor,CONTOSO,16764685.0,17-04-2025 18:20,5.00.9049.1000,Windows Server 2022 Standard,95.0
1YIFV2U1,01:A3:75:9B:BD:1D,10.1.11.174,ws-it404.contoso.local,WS-IT404,3.0,FF311312-4370-47DC-916C-1E5BB9E66D92,Operational,ws-it404,CORP\rachael.hudson,CONTOSO,16708573.0,10-04-2025 08:51,5.00.9049.1000,Windows Server 2022 Standard,95.0
VD699LIDPD,88:C4:D6:C2:C3:74,10.1.21.150,lt-it044.corp.local,LT-IT044,14.0,AC4547A3-56D4-4A1E-AD4F-89A2FE0E1AE2,Operational,lt-it044,FABRIKAM\andrea.hart,CORP,16778616.0,19-04-2025 11:27,5.00.9040.1001,Windows Server 2019 Standard,100.0
U6CU5MZ,E1:F3:F1:7A:55:78,10.1.21.147,lt-it212.fabrikam.local,LT-IT212,14.0,B90D2047-DCD7-4B9F-AFF8-CEF4CE66FDCC,Operational,lt-it212,FABRIKAM\jason.mack,,16764845.0,10-04-2025 16:32,5.00.9049.1000,Windows Server 2022 Standard,90.0
H6U7665E,48:42:35:32:E0:FB,10.1.11.173,ws-it628.fabrikam.local,WS-IT628,6.0,,Operational,ws-it628,,FABRIKAM,16706168.0,,5.00.9040.1001,Windows Server 2019 Standard,100.0
1MLHSRENDD,,10.1.11.172,ws-it471.contoso.local,WS-IT471,15.0,D0C115E7-9014-49F6-BAE9-90AC0A1201A2,Operational,ws-it471,CONTOSO\johnny.clark,CONTOSO,16751191.0,04-04-2025 07:45,5.00.9049.1000,Windows Server 2019 Standard,100.0
VG2N5PB,A5:59:53:72:52:7B,10.1.2.39,srv-sql12.corp.local,SRV-SQL12,17.0,4BACA025-9FD5-4B4A-8141-E316EB27AFE5,Operational,srv-sql12,SYSTEM,,,31-03-2025 13:32,5.00.9049.1000,Windows Server 2022 Standard,100.0
ALUO221AHO,,10.1.21.148,lt-it287.contoso.local,LT-IT287,8.0,C02FC12E-0083-4120-B2F3-8F571F18BD3F,Operational,lt-it287,CONTOSO\kathleen.mcconnell,,16744465.0,11-04-2025 17:17,5.00.9049.1000,Windows Server 2019 Standard,100.0
RE4ZUL2XRL,4C:F9:B0:3B:7A:F4,10.1.21.149,lt-it109.fabrikam.local,LT-IT109,14.0,BEC7753B-AD3A-4B16-ADDD-9D64A2D55C82,Operational,lt-it109,CORP\samantha.campbell,FABRIKAM,16747679.0,08-04-2025 08:55,5.00.9049.1000,Windows Server 2022 Standard,95.0
T0YBH237,79:5D:70:91:37:3C,10.1.21.146,lt-it230.contoso.local,LT-IT230,10.0,B3B3C2A9-958D-4A16-8FA6-4813A3DA78D4,Operational,lt-it230,,CONTOSO,16797315.0,04-04-2025 16:43,,Windows Server 2019 Standard,100.0
0BDLP97J,81:5F:F7:75:72:1B,10.1.11.171,ws-it251.contoso.local,WS-IT251,,41E72C8F-789A-499F-B24C-765D0B905E5E,Operational,ws-it251,FABRIKAM\linda.williams,CONTOSO,,22-04-2025 16:20,5.00.9040.1001,Windows Server 2019 Standard,100.0
12AQQCBN,B5:E2:B5:63:3B:9E,10.1.31.35,tb-it22.contoso.local,TB-IT22,11.0,2D7BE68A-A1AC-4788-8BE2-4C04B2B2F058,Operational,tb-it22,FABRIKAM\robert.chapman,CONTOSO,16760654.0,20-04-2025 09:41,5.00.9049.1000,Windows Server 2022 Standard,90.0
EEQB8JZD,65:DF:3E:12:83:41,10.1.11.170,ws-it569.contoso.local,WS-IT569,6.0,58979058-B921-4BB7-9CAE-0A317E6E6C4F,Operational,ws-it569,CORP\troy.fitzgerald,CONTOSO,16717846.0,27-03-2025 09:39,5.00.9040.1001,Windows Server 2019 Standard,100.0
RQ1GDXND,8C:FA:85:FE:42:93,10.1.11.187,ws-it063.contoso.local,WS-IT063,17.0,6AF2F791-8F33-425C-9874-30BB12A8FC48,Operational,ws-it063,FABRIKAM\phillip.thompson,CONTOSO,16717976.0,18-04-2025 11:44,5.00.9049.1000,Windows Server 2019 Standard,100.0
96T3E2H0,05:66:8F:55:C3:D8,10.1.21.145,,LT-IT235,8.0,C3353720-F022-4289-8F41-182AF3941B0C,Operational,lt-it235,CONTOSO\sarah.wise,CONTOSO,16747687.0,01-04-2025 15:02,5.00.9040.1001,Windows Server 2019 Standard,100.0
I4TPS6JC,3D:44:84:52:0D:47,10.1.11.188,ws-it126.corp.local,WS-IT126,6.0,879595AC-1749-41B5-9021-55F15B4EB956,Operational,ws-it126,FABRIKAM\anna.keller,CORP,16787212.0,18-04-2025 13:40,5.00.9040.1001,Windows Server 2019 Standard,100.0
33378PZ,DC:15:EA:70:6C:37,10.1.21.144,lt-it165.corp.local,LT-IT165,14.0,E7A13BA8-0687-429A-B887-52D0686135E3,Operational,lt-it165,FABRIKAM\rachel.lewis,CORP,16735428.0,23-03-2025 18:04,5.00.9049.1000,Windows Server 2019 Standard,100.0
FGS3B6CF,,10.1.11.189,ws-it191.contoso.local,WS-IT191,,FBFAD0FA-A33B-41C7-8B72-069BF9662B68,Operational,ws-it191,,CONTOSO,16746284.0,24-03-2025 14:32,5.00.9049.1000,Windows Server 2022 Standard,90.0
AJEOPKQWFE,B1:7A:2E:8C:F2:C3,10.1.2.36,srv-sql42.contoso.local,SRV-SQL42,17.0,5DDD59CC-2FFF-48EC-AE43-6C258E9D665E,Operational,srv-sql42,SYSTEM,CONTOSO,16707929.0,15-04-2025 10:08,5.00.9049.1000,Windows Server 2022 Standard,100.0
L7S97AJY,A8:2B:65:30:26:AE,,lt-it326.corp.local,LT-IT326,9.0,A5734F1B-6DA2-487E-99BE-71F81C797FAA,Operational,lt-it326,FABRIKAM\justin.mcdaniel,CORP,16788342.0,,5.00.9049.1000,Windows Server 2019 Standard,100.0
TH6B6LHR,58:66:BE:D7:00:5F,10.1.21.142,lt-it027.fabrikam.local,LT-IT027,14.0,A7076F11-646E-45DF-804D-20F082DEEEBC,Operational,lt-it027,FABRIKAM\regina.peters,FABRIKAM,16778443.0,08-04-2025 19:41,5.00.9049.1000,Windows Server 2022 Standard,90.0
SN2N6OSMZX,68:DA:34:99:24:FC,10.1.11.186,ws-it541.contoso.local,WS-IT541,3.0,B6F4C409-29CB-428B-B51F-34BEB0DFF7DE,Operational,ws-it541,CORP\noah.ferguson,CONTOSO,16743492.0,14-04-2025 07:37,,Windows Server 2022 Standard,90.0
6CJNBFUFO0,75:9F:B0:FB:51:1B,10.1.11.185,ws-it009.corp.local,WS-IT009,15.0,FCEDB214-078D-4837-96FB-EFEFDACE8EDF,Operational,ws-it009,,,16796110.0,30-03-2025 15:07,5.00.9049.1000,Windows Server 2022 Standard,95.0
CJ0NCVAR,94:04:BE:33:54:F0,,ws-it293.fabrikam.local,WS-IT293,5.0,074939E0-32BA-474B-B5D5-6F429C448131,Operational,ws-it293,FABRIKAM\mark.robinson,FABRIKAM,16750914.0,27-03-2025 07:59,5.00.9049.1000,Windows Server 2022 Standard,90.0
ZOCJX70,71:46:7E:1F:2E:84,,lt-it149.contoso.local,LT-IT149,14.0,2FC38003-2E9F-4205-9943-400D37760F79,Operational,lt-it149,FABRIKAM\michelle.henderson,CONTOSO,16702284.0,21-04-2025 14:07,5.00.9040.1001,Windows Server 2022 Standard,95.0
IRY500Q,D4:DE:01:42:EE:79,10.1.21.137,lt-it312.corp.local,LT-IT312,14.0,,Operational,lt-it312,,CORP,16716739.0,30-03-2025 07:37,5.00.9040.1001,Windows Server 2019 Standard,100.0
TPGR50F,A8:5D:69:06:DE:A2,,lt-it217.contoso.local,LT-IT217,14.0,C0619A65-1C60-4481-B4AB-DC84E58F4185,Operational,lt-it217,CORP\heather.nguyen,CONTOSO,16708525.0,26-03-2025 17:12,5.00.9049.1000,Windows Server 2019 Standard,100.0
C7AP1SG,41:62:B3:21:B8:24,10.1.2.35,SRV-SQL55,,20.0,993055EE-B5B6-4A97-8AF4-A72FAC60997A,Operational,srv-sql55,SYSTEM,WORKGROUP,16763688.0,05-04-2025 17:29,5.00.9040.1001,Windows Server 2019 Standard,100.0
BY69RCTV,38:B2:FB:BC:4C:45,10.1.31.34,tb-it14.corp.local,TB-IT14,13.0,296E746F-ECC7-4A9C-BD89-F5CCF85BA242,Operational,tb-it14,FABRIKAM\martin.estes,CORP,16746305.0,22-04-2025 15:46,5.00.9049.1000,Windows Server 2022 Standard,95.0
1R4F7O1XV3,21:0C:03:B2:A2:9D,10.1.11.183,ws-it483.contoso.local,WS-IT483,5.0,AF3C99D3-DF9A-4A6F-A063-F2A91BC48B4B,Operational,ws-it483,CONTOSO\michael.baker,CONTOSO,16749428.0,13-04-2025 10:11,5.00.9040.1001,Windows Server 2019 Standard,100.0
JNN9L4D9UG,41:B1:DA:AE:35:21,10.1.11.182,ws-it410.fabrikam.local,WS-IT410,,9DF96200-3A9B-454B-97E6-A22302AAFE66,Operational,ws-it410,FABRIKAM\joseph.beasley,FABRIKAM,16759396.0,25-03-2025 12:33,5.00.9040.1001,Windows Server 2019 Standard,100.0
8JYQ8GQVQP,49:9E:C8:11:BB:3D,10.1.11.181,ws-it281.fabrikam.local,,5.0,9655FF2A-5142-4B12-9AA5-CCC1009E6FF9,Operational,ws-it281,CONTOSO\nicholas.nolan,FABRIKAM,16747066.0,06-04-2025 15:29,5.00.9049.1000,Windows Server 2022 Standard,90.0
I3CC92C269,9C:95:10:35:21:09,10.1.21.139,lt-it128.corp.local,LT-IT128,9.0,1C77EB0E-18FE-458F-B951-864284EEDD53,Operational,lt-it128,FABRIKAM\andrew.decker,CORP,16729120.0,05-04-2025 07:52,5.00.9040.1001,Windows Server 2019 Standard,100.0
77509216796,,10.1.31.33,tb-it38.fabrikam.local,TB-IT38,13.0,78D0C91A-8632-4919-A6B0-C87EEF737326,Operational,tb-it38,FABRIKAM\james.shaw,FABRIKAM,16774646.0,20-04-2025 19:31,,Windows Server 2022 Standard,90.0
CKYAFPNA,10:EA:80:64:D4:B5,10.1.11.180,ws-it095.fabrikam.local,WS-IT095,4.0,5764C75B-71A7-4645-A7D4-5C846340B626,Operational,ws-it095,,FABRIKAM,16786247.0,11-04-2025 13:47,5.00.9049.1000,Windows Server 2022 Standard,95.0
TLQOT0ENV4,C9:EC:BB:9B:88:8E,10.1.11.197,WS-IT367,WS-IT367,5.0,D7F2E6AC-94B0-49F5-87DD-CDE80E0CA0A8,Operational,ws-it367,CONTOSO\grant.ware,WORKGROUP,16713740.0,21-04-2025 13:04,5.00.9049.1000,Windows Server 2019 Standard,100.0
VLR9BOMF,10:F3:B2:89:B8:2A,10.1.21.136,lt-it286.contoso.local,LT-IT286,10.0,7BCD6140-29D2-4A6C-8799-102227DBC2A6,Operational,lt-it286,CORP\christina.murphy,CONTOSO,16770702.0,29-03-2025 13:49,5.00.9040.1001,Windows Server 2022 Standard,95.0
2KCLZ8CCNE,34:EA:68:EB:65:6A,10.1.2.34,srv-sql25.contoso.local,SRV-SQL25,17.0,A7F17942-AD6F-43FE-BBE1-9BAFE427D546,Operational,srv-sql25,SYSTEM,CONTOSO,16766684.0,24-03-2025 16:18,5.00.9049.1000,Windows Server 2022 Standard,100.0
X7P7G4Q427,04:C3:9D:EC:13:75,10.1.21.135,LT-IT176,LT-IT176,10.0,29BD4671-52D2-4D18-8D12-EB225A884166,Operational,lt-it176,,WORKGROUP,16765102.0,16-04-2025 15:19,5.00.9040.1001,Windows Server 2019 Standard,100.0
2BVZ2R72,0C:91:79:FA:F4:F2,10.1.11.199,ws-it557.contoso.local,WS-IT557,4.0,DD7013F6-4370-44D1-BBA2-62A05ADD9F0D,Operational,ws-it557,CONTOSO\angel.hamilton,CONTOSO,16778650.0,19-04-2025 13:34,5.00.9040.1001,Windows Server 2022 Standard,90.0
SD0UT8DJ35,A5:40:20:67:4F:47,10.1.21.134,lt-it228.contoso.local,LT-IT228,10.0,768440E6-74C7-4D2B-A536-695B1149D36A,Operational,lt-it228,,CONTOSO,16790927.0,21-04-2025 14:15,5.00.9049.1000,Windows Server 2019 Standard,100.0
N6TNY6TTES,89:03:AC:48:AB:0F,10.1.11.196,ws-it143.contoso.local,WS-IT143,5.0,C39A66B3-59A3-465D-8B36-33306D3E703E,Operational,ws-it143,CONTOSO\anthony.wyatt,,16757840.0,24-03-2025 12:33,,Windows Server 2022 Standard,90.0
RJB81P4,F5:1C:C3:CE:44:2C,10.1.21.133,lt-it004.corp.local,LT-IT004,14.0,,Operational,lt-it004,CONTOSO\anthony.lawson,CORP,16755726.0,22-04-2025 13:20,5.00.9049.1000,Windows Server 2022 Standard,95.0
HKKVYI4Q,F1:91:45:90:43:E6,10.1.11.194,ws-it364.fabrikam.local,WS-IT364,15.0,F5393561-0014-46EF-B6EB-47FBE5767A92,Operational,ws-it364,CONTOSO\marilyn.larson,FABRIKAM,16701152.0,01-04-2025 08:20,5.00.9049.1000,Windows Server 2022 Standard,90.0
5TOQWMSHJM,95:A4:00:E6:48:57,10.1.11.193,ws-it254.fabrikam.local,WS-IT254,6.0,AD144C0B-DBF7-4B11-AD05-0F5A206110EF,Operational,ws-it254,FABRIKAM\james.johnson,FABRIKAM,16791679.0,22-04-2025 08:29,5.00.9040.1001,Windows Server 2022 Standard,95.0
98YJPYA9,E1:9A:87:79:53:65,10.1.11.192,ws-it108.contoso.local,WS-IT108,5.0,B5F97AF3-8D2F-4359-AA2D-FE4AF1B687EE,Operational,ws-it108,FABRIKAM\jordan.lara,CONTOSO,16704911.0,15-04-2025 18:15,5.00.9040.1001,Windows Server 2022 Standard,90.0
EDQM6W3,,10.1.11.191,ws-it059.contoso.local,WS-IT059,,2510C57F-2687-4768-8E45-9E526590436F,Operational,ws-it059,CONTOSO\kristopher.rogers,CONTOSO,16719186.0,16-04-2025 15:32,5.00.9040.1001,Windows Server 2022 Standard,95.0
KF0824X,35:65:66:A2:38:73,10.1.11.190,ws-it625.fabrikam.local,WS-IT625,15.0,0C166304-834C-48FD-8E1D-919D67147F95,Operational,ws-it625,CORP\kevin.carrillo,FABRIKAM,16717816.0,08-04-2025 12:44,5.00.9040.1001,Windows Server 2022 Standard,95.0
XL23S1BRAL,74:F6:15:6E:BB:3B,10.1.21.132,lt-it152.corp.local,LT-IT152,14.0,1DC44900-CB26-4170-8645-766FBEDD78E8,Operational,lt-it152,CONTOSO\andre.boyd,CORP,16737728.0,21-04-2025 08:34,,Windows Server 2019 Standard,100.0
8DJFOF5,6C:00:D7:C4:42:FF,10.1.11.169,ws-it440.fabrikam.local,WS-IT440,5.0,E4787FE7-BC0A-42FC-99D6-A8EABC83B04A,Operational,ws-it440,FABRIKAM\jessica.allen,FABRIKAM,16727284.0,31-03-2025 11:52,5.00.9049.1000,Windows Server 2019 Standard,100.0
6WPD0JK,D4:2C:E0:3C:09:23,10.1.11.166,ws-it056.contoso.local,WS-IT056,3.0,22E8D9AE-E5E6-4D12-AB21-790EC12A0F7A,Operational,ws-it056,FABRIKAM\cesar.lopez,CONTOSO,16712596.0,,5.00.9049.1000,Windows Server 2019 Standard,100.0
6OQTXQOSZ8,BD:88:39:AF:81:2C,10.1.2.33,srv-sql51.fabrikam.local,SRV-SQL51,,873C00B4-F4EC-465A-B744-60E9A82AA38B,Operational,srv-sql51,SYSTEM,FABRIKAM,16767990.0,13-04-2025 10:49,5.00.9049.1000,Windows Server 2022 Standard,100.0
LLZU68V,,10.1.21.131,lt-it268.fabrikam.local,LT-IT268,9.0,3D134731-D6BE-4240-8E74-72E39A5F3D80,Operational,,CONTOSO\jennifer.white,FABRIKAM,16769973.0,05-04-2025 07:03,5.00.9040.1001,Windows Server 2022 Standard,90.0
J0H0HLKL,49:50:F3:C3:72:B6,10.1.21.130,lt-it018.fabrikam.local,LT-IT018,14.0,86B38AC0-79E9-41E6-B111-A23AFB04244D,Operational,lt-it018,,FABRIKAM,16775912.0,18-04-2025 18:22,5.00.9040.1001,Windows Server 2022 Standard,90.0
JC96BZ741D,A0:C0:B5:04:2F:32,10.1.11.164,ws-it650.contoso.local,WS-IT650,17.0,39A8CDA9-6870-4780-A992-F9C39ADBC464,Operational,ws-it650,FABRIKAM\misty.weaver,CONTOSO,16756549.0,30-03-2025 08:10,5.00.9040.1001,Windows Server 2022 Standard,90.0
E508K6M5,68:DA:05:89:69:33,10.1.21.127,lt-it175.fabrikam.local,LT-IT175,8.0,4CCCC102-6050-4B1B-83FF-80C59E8A313A,Operational,lt-it175,,FABRIKAM,16781396.0,31-03-2025 10:57,5.00.9049.1000,Windows Server 2022 Standard,90.0
0I51V87F,2D:8E:DC:1E:5F:4E,10.1.11.163,ws-it233.fabrikam.local,WS-IT233,5.0,DA0F34A1-7BA7-4678-A12F-DA2DB4FEBB74,Operational,ws-it233,,FABRIKAM,16745159.0,19-04-2025 15:06,5.00.9049.1000,Windows Server 2019 Standard,100.0
FMESHUG8,51:59:46:B4:EB:D9,10.1.11.162,ws-it512.fabrikam.local,WS-IT512,7.0,D1600510-B419-4E8A-AA58-4709C920E7D1,Operational,ws-it512,CONTOSO\samantha.kennedy,FABRIKAM,16700813.0,30-03-2025 19:20,5.00.9049.1000,Windows Server 2022 Standard,95.0
TDDQ3C09B1,D4:A8:31:37:0A:7A,10.1.2.32,srv-sql48.corp.local,SRV-SQL48,18.0,659FD4B5-7FA7-469B-A2A2-41206C46476C,Operational,srv-sql48,SYSTEM,CORP,16763613.0,,,Windows Server 2022 Standard,100.0
OKSCT3O,F1:BB:4B:64:EF:8C,10.1.21.128,lt-it035.contoso.local,LT-IT035,10.0,10281584-899A-4843-B19C-CCCA706E57F3,Operational,lt-it035,CORP\danielle.jones,CONTOSO,16761298.0,13-04-2025 11:49,5.00.9049.1000,Windows Server 2019 Standard,100.0
QLSKN3GK,60:81:6B:97:06:56,10.1.11.161,ws-it529.corp.local,WS-IT529,17.0,DE71DAA6-D4F4-4CA0-BA3D-24A62C480169,Operational,ws-it529,FABRIKAM\laura.rojas,CORP,16778716.0,05-04-2025 12:37,5.00.9049.1000,Windows Server 2022 Standard,95.0
RD974B0S5B,F9:5F:53:8D:19:A4,10.1.2.31,srv-sql46.contoso.local,SRV-SQL46,17.0,A3B191EF-313E-4B6E-B4D0-2C37A17FCC1D,Operational,,SYSTEM,CONTOSO,16796116.0,19-04-2025 10:23,5.00.9049.1000,Windows Server 2022 Standard,100.0
CKNRPLLL,21:9D:0C:C3:6E:CC,10.1.11.160,ws-it102.fabrikam.local,,3.0,5B79E9F8-5F5E-4AC0-A81D-FFD770436953,Operational,ws-it102,CONTOSO\jocelyn.page,FABRIKAM,16762516.0,16-04-2025 17:19,5.00.9049.1000,Windows Server 2019 Standard,100.0
8TNBU8CE,B5:31:0F:B8:BB:CE,10.1.11.157,ws-it652.corp.local,WS-IT652,7.0,,Operational,ws-it652,CORP\zoe.glenn,CORP,16736430.0,19-04-2025 08:56,5.00.9049.1000,Windows Server 2019 Standard,100.0
QDBX0AI,F4:17:CA:B4:81:65,10.1.11.158,ws-it174.contoso.local,WS-IT174,6.0,C6872489-862B-45CA-87E5-5DAA7632BE6D,Operational,ws-it174,CORP\joseph.bowman,CONTOSO,16765326.0,04-04-2025 16:33,5.00.9049.1000,Windows Server 2019 Standard,100.0
R3ZAC5I,79:00:B6:79:04:7F,10.1.11.159,ws-it090.corp.local,WS-IT090,4.0,12DF005B-0A5C-42C5-A0BB-D91317BED5AD,Operational,ws-it090,CORP\john.beasley,CORP,16713662.0,25-03-2025 17:03,5.00.9049.1000,Windows Server 2022 Standard,90.0
K3H8TE4Z,2C:AC:1E:4E:35:D5,10.1.31.32,tb-it19.fabrikam.local,TB-IT19,11.0,,Operational,tb-it19,,FABRIKAM,16715149.0,26-03-2025 07:33,5.00.9049.1000,Windows Server 2022 Standard,90.0
2UFUHOPK,61:94:21:FD:BD:1A,10.1.11.156,ws-it657.contoso.local,WS-IT657,6.0,62A59073-8BDD-4059-865F-159DB33B0989,Operational,ws-it657,FABRIKAM\eric.griffin,CONTOSO,16715722.0,20-04-2025 12:51,5.00.9049.1000,Windows Server 2019 Standard,100.0
MHBWA8GJ,11:DA:C3:50:0E:BC,10.1.21.129,lt-it209.contoso.local,LT-IT209,14.0,C0192174-82F8-4552-BA05-EA4FE0218E6C,Operational,lt-it209,FABRIKAM\laura.espinoza,CONTOSO,16705249.0,20-04-2025 17:03,,Windows Server 2022 Standard,90.0
LYA3W4WW,ED:BD:C9:E1:1B:F2,10.1.11.155,ws-it497.corp.local,,15.0,789DC7CD-6258-44F1-9F91-6CB6536BCAA9,Operational,ws-it497,CORP\michelle.campbell,CORP,16790945.0,14-04-2025 15:26,5.00.9049.1000,Windows Server 2019 Standard,100.0
CV5DD4AR,10:19:D4:C1:3A:47,10.1.31.31,tb-it04.corp.local,TB-IT04,13.0,,Operational,tb-it04,CORP\cynthia.stewart,CORP,16734105.0,17-04-2025 15:00,5.00.9049.1000,Windows Server 2022 Standard,90.0
7AVO3DZA,EC:CE:A2:45:40:20,10.1.11.154,ws-it577.fabrikam.local,WS-IT577,3.0,727457D0-DAD7-4477-9D99-4153B201E6B5,Operational,ws-it577,CORP\jacob.aguilar,FABRIKAM,16785666.0,15-04-2025 09:29,5.00.9040.1001,Windows Server 2022 Standard,95.0
TX6H6KO,20:5F:5E:18:0B:9A,10.1.11.153,ws-it417.contoso.local,WS-IT417,15.0,D218EFBE-0DB4-49E9-B738-8EBE39351ED8,Operational,ws-it417,CORP\roberto.allen,CONTOSO,16781930.0,23-03-2025 14:26,5.00.9049.1000,Windows Server 2019 Standard,100.0
1U004ZW,C1:D8:89:9F:7D:59,10.1.11.151,ws-it220.fabrikam.local,WS-IT220,17.0,7849AADA-14F5-43FD-A95F-61DB593ECE85,Operational,ws-it220,CONTOSO\matthew.oconnell,FABRIKAM,,15-04-2025 12:24,5.00.9040.1001,Windows Server 2022 Standard,95.0
OEV15JL,25:36:85:C4:08:7C,10.1.11.150,ws-it256.contoso.local,WS-IT256,7.0,1A295279-BF10-4BDF-88DD-254FB1D83367,Operational,ws-it256,CORP\colleen.foster,CONTOSO,16741226.0,12-04-2025 14:13,5.00.9040.1001,Windows Server 2019 Standard,100.0
PIPAIDSV,15:C8:C1:CF:0F:84,,ws-it401.corp.local,WS-IT401,15.0,91CF9710-EC40-4CA6-AFE7-3A92C3075221,Operational,ws-it401,CONTOSO\christopher.garcia,CORP,16784818.0,28-03-2025 08:30,5.00.9040.1001,Windows Server 2022 Standard,95.0
GSDYCK1F,60:44:93:3D:60:A2,10.1.11.148,WS-IT393,WS-IT393,,1E5FAADF-6C74-48CB-AD6F-B00FFE071023,Operational,ws-it393,FABRIKAM\melinda.turner,WORKGROUP,16791841.0,02-04-2025 10:35,5.00.9040.1001,Windows Server 2022 Standard,90.0
PEZTPXB,,10.1.21.126,lt-it278.contoso.local,LT-IT278,10.0,F849EEB1-CEF4-4AC1-B85E-C5B1DECB04F3,Operational,lt-it278,FABRIKAM\kelsey.lawson,CONTOSO,16767366.0,23-03-2025 16:29,5.00.9049.1000,Windows Server 2022 Standard,90.0
