Manufacturer,Serial Number,Class,Model ID
 Palo Alto,V4YGWR3H0L,Edge Device,Prisma SD-WAN
 Palo Alto,6QHEJDHOKF,Edge Device,Prisma SD-WAN
Cisco,JZKA74O43E,Gateway,ASR 920
Cisco,XO4M2370BA,Gateway,ASR 920
Cisco,4NHN086IJH,Gateway,ASR 920
Cisco,SS4U4RA6ZG,Gateway,ASR 920
Cisco,13O63XP5I1,Gateway,ASR 920
Cisco,QDKKKR64B5,Gateway,ASR 920
Cisco,ZWDD04YT7E,Gateway,ASR 920
Cisco,QZHVUE008B,Gateway,ASR 920
Cisco,6GRKG87L87,Gateway,ASR 920
Cisco,8JFSBOH31K,Gateway,ASR 920
Cisco,71MA1ZEFAT,Gateway,ASR 920
Cisco,KPM1VK0C28,Gateway,ASR 920
Cisco,F5W2QUQP6N,Gateway,ASR 920
Cisco,NDFW1BVC2I,Gateway,ASR 920
Cisco,9D63JE5OVT,Gateway,ASR 920
Cisco,40M5Z9UUIE,Gateway,ASR 920
Cisco,DGNLM3TCLE,Gateway,ASR 920
Cisco,6QLXXEYVLP,Gateway,ASR 920
Cisco,79CTAPIULN,Gateway,ASR 920
Juniper,777EYSLIUS,Router,ACX7100
Juniper,LLMH99JWMP,Router,ACX7100
Juniper,XD3NJXEL4A,Router,ACX7100
Cisco,DAKZ8WQX9C,Gateway,ASR 920
Cisco,NVS9K5MOPB,Gateway,ASR 920
Cisco,3NV74E2LDQ,Gateway,ASR 920
Cisco,CJBKV4BGVG,Gateway,ASR 920
Cisco,OUEA1XX68I,Gateway,ASR 920
Series Cisco,4R2XWC7HH4,Firewall,Firepower 2100
Series Cisco,5M01TSHZ5P,Firewall,Firepower 2100
Series Cisco,0FZSH6WGEH,Firewall,Firepower 2100
Series Cisco,SPKHPOWTK6,Firewall,Firepower 2100
Series Cisco,2OZ8AC3CAA,Firewall,Firepower 2100
Series Cisco,GOICS2X0HW,Firewall,Firepower 2100
Series Cisco,QMFP12VHVF,Firewall,Firepower 2100
Series Cisco,NNUXASN03S,Firewall,Firepower 2100
Series Cisco,HGHQO8V150,Firewall,Firepower 2100
Series Cisco,FF6YHNNCCN,Firewall,Firepower 2100
Series Cisco,FW7XMZ74AB,Firewall,Firepower 2100
Series Cisco,L7D0SMGY3I,Firewall,Firepower 2100
Series Cisco,0QAYH2AUKC,Firewall,Firepower 2100
Series Cisco,GUDTTU7OZK,Firewall,Firepower 2100
Series Cisco,BWR8O04X1V,Firewall,Firepower 2100
Series Cisco,YH5OQV9UDY,Firewall,Firepower 2100
Series Cisco,SBDDX4JQQA,Firewall,Firepower 2100
Fortinet,M8FA19XC0Z,Load Balancer,FortiADC 3000F
Fortinet,WRSVHZ3OLG,Load Balancer,FortiADC 3000F
Fortinet,PQ5RZFQKFZ,Load Balancer,FortiADC 3000F
Fortinet,U34FBD0TFA,Load Balancer,FortiADC 3000F
Fortinet,76GY417PLF,Load Balancer,FortiADC 3000F
Fortinet,XQLV329KSK,Load Balancer,FortiADC 3000F
Fortinet,EOO46UCCUV,Load Balancer,FortiADC 3000F
Fortinet,YOVZFJAXCO,Load Balancer,FortiADC 3000F
Fortinet,UI72EBIBC9,Load Balancer,FortiADC 3000F
Fortinet,AZ1VDOY1IL,Load Balancer,FortiADC 3000F
Fortinet,XMV31SZFKT,Load Balancer,FortiADC 3000F
Fortinet,5KJ5OO59DH,Load Balancer,FortiADC 3000F
Fortinet,80Z45C5B52,Load Balancer,FortiADC 3000F
Fortinet,9GG3F4EWLD,Load Balancer,FortiADC 3000F
Fortinet,BA5S43UMUO,Load Balancer,FortiADC 3000F
Cisco,L68R9K5KIF,Access Point,Meraki MR56
Cisco,AKYX32SG3T,Access Point,Meraki MR56
Cisco,O7PHFUSFRE,Access Point,Meraki MR56
Cisco,1MP2SCVPO7,Access Point,Meraki MR56
Cisco,TLDC37HC66,Access Point,Meraki MR56
Cisco,XA1KKYGQ3R,Access Point,Meraki MR56
Cisco,MIX1FQW4RH,Access Point,Meraki MR56
Cisco,R1HLY62H06,Access Point,Meraki MR56
Cisco,HU72AE4I4B,Access Point,Meraki MR56
Cisco,DNEEWJOPG7,Access Point,Meraki MR56
Cisco,BQ60EW1GU9,Access Point,Meraki MR56
Cisco,E2KLJWWC5S,Access Point,Meraki MR56
Cisco,24B5E1JCVQ,Access Point,Meraki MR56
Cisco,CTYKOBRW5H,Access Point,Meraki MR56
Cisco,S1SP004O19,Access Point,Meraki MR56
Cisco,BIIQ5HA21B,Access Point,Meraki MR56
Cisco,YCH760Y4ZN,Access Point,Meraki MR56
Cisco,7TS58ZDDU4,Access Point,Meraki MR56
Fortinet,FRYPZCADTH,Firewall,FortiGate 60F
Fortinet,M2RKV8LN2O,Firewall,FortiGate 60F
Fortinet,4Z9N8LKZZY,Firewall,FortiGate 60F
Fortinet,HVD4K8JRT2,Firewall,FortiGate 60F
Fortinet,JRZWL36DDK,Firewall,FortiGate 60F
Fortinet,1AML8KPF85,Firewall,FortiGate 60F
Fortinet,6BPTR1EX6R,Firewall,FortiGate 60F
Fortinet,B4TL7S3FF1,Firewall,FortiGate 60F
Fortinet,ASZ8KCQSTX,Firewall,FortiGate 60F
Fortinet,NX05HNWJVR,Firewall,FortiGate 60F
Fortinet,SO3PYZSHHC,Firewall,FortiGate 60F
Fortinet,CMFRPA2K26,Firewall,FortiGate 60F
Fortinet,WI6IPA27AR,Firewall,FortiGate 60F
Fortinet,P5BMX6LIIE,Firewall,FortiGate 60F
Fortinet,7VXP2HGQFB,Firewall,FortiGate 60F
Fortinet,7FPF2LH7VG,Firewall,FortiGate 60F
Fortinet,62XOZQVCA9,Firewall,FortiGate 60F
Fortinet,98CLV5YW7Q,Firewall,FortiGate 60F
Fortinet,3WVKPG04L3,Firewall,FortiGate 60F
Cisco,BI2NILPO9O,Gateway,vEdge 1000
Cisco,0LO9GWVB9A,Gateway,vEdge 1000
Cisco,5EG17B5BIQ,Gateway,vEdge 1000
Cisco,T6VDGENPC6,Gateway,vEdge 1000
Cisco,ERHAP808FH,Gateway,vEdge 1000
Cisco,9B2V2SBGJT,Gateway,vEdge 1000
Cisco,B2MTMQV09U,Gateway,vEdge 1000
Cisco,KVZPKRJ7H9,Gateway,vEdge 1000
Cisco,KN2329PONY,Gateway,vEdge 1000
Cisco,OILKVNVCMM,Gateway,vEdge 1000
Cisco,4BG8L2SYTU,Gateway,vEdge 1000
Cisco,PKNTZM3ELX,Gateway,vEdge 1000
Palo Alto,1KEFUKQQ6U,Firewall,PA-7000 Series
Palo Alto,Q1ND017DSS,Firewall,PA-7000 Series
Palo Alto,IWTQ4FDE0G,Firewall,PA-7000 Series
Palo Alto,2EWFXA9SZR,Firewall,PA-7000 Series
Palo Alto,68KONCCS7C,Firewall,PA-7000 Series
Palo Alto,ILW456310O,Firewall,PA-7000 Series
Palo Alto,YIUKZ3PF1U,Firewall,PA-7000 Series
Palo Alto,4FIH8U3XIY,Firewall,PA-7000 Series
Palo Alto,3MWU38769W,Firewall,PA-7000 Series
Palo Alto,I4HLDXVYXC,Firewall,PA-7000 Series
Palo Alto,MYEA651F7B,Firewall,PA-7000 Series
Palo Alto,OCCVK8SPIV,Firewall,PA-7000 Series
Palo Alto,9RSVGBA4C0,Firewall,PA-7000 Series
Palo Alto,U97CP1F0DR,Firewall,PA-7000 Series
Palo Alto,EYFBGPB5AR,Firewall,PA-7000 Series
Juniper,2VRHEED1D3,Gateway,SRX300 Gateway
Juniper,8QBSIII64T,Gateway,SRX300 Gateway
Juniper,IS3OT2ZYRX,Gateway,SRX300 Gateway
Juniper,QNZVVZAUYT,Gateway,SRX300 Gateway
Juniper,X3R90QK4ZR,Gateway,SRX300 Gateway
Juniper,ZPY6G914GZ,Gateway,SRX300 Gateway
Juniper,ADCXHUJEG8,Gateway,SRX300 Gateway
Juniper,WNN74T8P6S,Gateway,SRX300 Gateway
Juniper,2XUWG40A0O,Gateway,SRX300 Gateway
Juniper,4BHGSD87IQ,Gateway,SRX300 Gateway
Palo Alto,KBV79OHEBE,Router,PA-220R
Palo Alto,DIRW2XFGW3,Router,PA-220R
Palo Alto,JAGVDUI6LI,Router,PA-220R
Palo Alto,XSZFVCLMFM,Router,PA-220R
Palo Alto,2FBY84QO9E,Router,PA-220R
Palo Alto,BYJH2DTHGM,Router,PA-220R
Palo Alto,8J8TRE24O5,Router,PA-220R
Palo Alto,7RECJ873KO,Router,PA-220R
Palo Alto,XKQN1V4WZ8,Router,PA-220R
Palo Alto,FHQECQPQTO,Router,PA-220R
Palo Alto,2V3BTGDK97,Router,PA-220R
Palo Alto,C3Y6Q20C4R,Router,PA-220R
Palo Alto,JGBTOORCIN,Router,PA-220R
Palo Alto,IDUU8YG47W,Router,PA-220R
Fortinet,4RRJFT1ZFV,Firewall,FortiGate 100F
Fortinet,9QQSHIZ7DK,Firewall,FortiGate 100F
Fortinet,CTAZLTL8YH,Firewall,FortiGate 100F
Fortinet,RU9D4MKT5P,Firewall,FortiGate 100F
Cisco,8DSB01HYKV,Access Point,Meraki MR56
Cisco,5WWKLEHMSZ,Access Point,Meraki MR56
Cisco,30S30DYAR1,Access Point,Meraki MR56
Cisco,A8P8Y4XCJ5,Access Point,Meraki MR56
Cisco,S0G6E3R63Y,Access Point,Meraki MR56
Cisco,3OF1SO8SNB,Access Point,Meraki MR56
Cisco,GV75Z8VBGD,Access Point,Meraki MR56
Cisco,SMFDLTZIMQ,Access Point,Meraki MR56
Cisco,U6SVHT4CT9,Access Point,Meraki MR56
Cisco,CWNOCFEXQ5,Access Point,Meraki MR56
Cisco,OIQK6ND6IS,Access Point,Meraki MR56
Juniper,F821MBMUIU,Switch,QFX10002
Juniper,73BX27DJJK,Switch,QFX10002
Juniper,05SJAS20SQ,Switch,QFX10002
Juniper,A8K0UP6O32,Switch,QFX10002
Juniper,RXSYTBNNHX,Switch,QFX10002
Juniper,VYPNVJO17Z,Switch,QFX10002
Juniper,16ACK379Q2,Switch,QFX10002
Juniper,5EF0RLMJ87,Switch,QFX10002
Juniper,1XQ73WZKD1,Switch,QFX10002
Juniper,WJZUA9XN0A,Switch,QFX10002
Juniper,O50OY2FRVG,Switch,QFX10002
Juniper,JWSJCTV7KU,Switch,QFX10002
Juniper,KTTD817WCZ,Switch,QFX10002
Juniper,JQ7BE1K7IS,Switch,QFX10002
Juniper,SJ6NS95YER,Switch,QFX10002
Juniper,BA1DJ4GOP6,Switch,QFX10002
Juniper,OM7THO2BBW,Switch,QFX10002
Juniper,FCDUZKZ0IC,Switch,QFX10002
Juniper,W4CZE5DR2Y,Switch,QFX10002
Juniper,87HZ281AQC,Switch,QFX10002
Fortinet,VGMC0KK11M,Load Balancer,FortiADC 3000F
Fortinet,OZ3AQAOI4T,Load Balancer,FortiADC 3000F
Fortinet,R99OB0PHKO,Load Balancer,FortiADC 3000F
Fortinet,VQVB404CXM,Load Balancer,FortiADC 3000F
Fortinet,RWCWBF40LM,Load Balancer,FortiADC 3000F
Fortinet,PJAS50RK1O,Load Balancer,FortiADC 3000F
Fortinet,QCFGJNVMFU,Load Balancer,FortiADC 3000F
Fortinet,HKA26H24C1,Load Balancer,FortiADC 3000F
Fortinet,D89KX1HHZJ,Load Balancer,FortiADC 3000F
Fortinet,ODVLFMR8ZT,Load Balancer,FortiADC 3000F
Fortinet,8YVQ7YWED0,Load Balancer,FortiADC 3000F
Fortinet,C1CUEWFKPG,Load Balancer,FortiADC 3000F
Fortinet,PC7TFA0X5K,Load Balancer,FortiADC 3000F
Fortinet,UB7FYHFPI1,Load Balancer,FortiADC 3000F
Fortinet,5AVSVYDZ7N,Load Balancer,FortiADC 3000F
Fortinet,UCP8W6NAVH,Load Balancer,FortiADC 3000F
Fortinet,YQWK3JT530,Load Balancer,FortiADC 3000F
Fortinet,RDYFSMXNPF,Load Balancer,FortiADC 3000F
Fortinet,CKLVA9VYVV,Load Balancer,FortiADC 3000F
Fortinet,DLTWP326M7,Load Balancer,FortiADC 3000F
Fortinet,HSOY3DNJC7,Firewall,FortiGate 100F
Fortinet,XNSUI0OYWD,Firewall,FortiGate 100F
Fortinet,Z5W9RV1P00,Firewall,FortiGate 100F
Fortinet,1HCU35WWUQ,Firewall,FortiGate 100F
Juniper,983VPHU38R,Firewall,SRX320
Juniper,SKLYHR3UT3,Firewall,SRX320
Juniper,4MKTJSODY1,Switch,QFX10002
Juniper,CH2OOPP9OH,Switch,QFX10002
Juniper,74MFQRG8L8,Switch,QFX10002
Juniper,BUIETG5WQ9,Switch,QFX10002
Juniper,XFKVIH64U2,Switch,QFX10002
Juniper,F6N1JVKL8I,Switch,QFX10002
Juniper,R1PGVIWXEU,Switch,QFX10002
Juniper,EZUHSJ1YCV,Router,SRX1500
Juniper,2U3LIB2EDE,Router,SRX1500
Juniper,PN7PTZV4ZS,Router,SRX1500
Juniper,VP805GKT0O,Router,SRX1500
Juniper,TY5C2NNMP4,Router,SRX1500
Cisco,Y8XB2T300R,Gateway,vEdge 2000
Fortinet,YZM34FI37K,Load Balancer,FortiADC 200F
Fortinet,MXGQ8FTVT3,Load Balancer,FortiADC 200F
Fortinet,4LE7LG74GQ,Load Balancer,FortiADC 200F
Fortinet,ACM0CZ8XN6,Load Balancer,FortiADC 200F
Palo Alto,AITC8R6SYR,Firewall,PA-7000 Series
Palo Alto,WF509HQD95,Firewall,PA-7000 Series
Palo Alto,6JLU1BUIZM,Firewall,PA-7000 Series
Palo Alto,4S1AF22M32,Firewall,PA-7000 Series
Palo Alto,7P33VRWQC8,Firewall,PA-7000 Series
Palo Alto,EL0T8GUGKB,Firewall,PA-7000 Series
Palo Alto,GZPKJUD1OW,Firewall,PA-7000 Series
Palo Alto,PHQ31SMBOU,Firewall,PA-7000 Series
Palo Alto,SP642F1O4L,Firewall,PA-7000 Series
Palo Alto,BSHXJ8CPTP,Firewall,PA-7000 Series
Palo Alto,QJLLWORXPW,Firewall,PA-7000 Series
Palo Alto,92O79Q9EOC,Firewall,PA-7000 Series
Fortinet,0DY15T0Q26,Firewall,FortiExtender 201E
Fortinet,NVQEE01RED,Firewall,FortiExtender 201E
Fortinet,9NF86SK4GL,Firewall,FortiExtender 201E
Fortinet,OAEF7ZAOOJ,Firewall,FortiExtender 201E
Fortinet,9FH9XFW08P,Firewall,FortiExtender 201E
Fortinet,WDDCCJLC5Z,Firewall,FortiExtender 201E
Fortinet,EIKIN6PE52,Firewall,FortiExtender 201E
Fortinet,QB6SGNVHVK,Firewall,FortiExtender 201E
Fortinet,669UMDPM05,Firewall,FortiExtender 201E
Fortinet,LFJL03MHJI,Firewall,FortiExtender 201E
Fortinet,0KFX6E5TCL,Firewall,FortiExtender 201E
Fortinet,J09R321F0S,Firewall,FortiExtender 201E
Fortinet,P9I8JXQDQM,Firewall,FortiExtender 201E
Fortinet,18MP605Q22,Firewall,FortiExtender 201E
Juniper,EMRH50EZQI,Access Point,Mist AP21
Juniper,3Q9LMQCK5L,Access Point,Mist AP21
Juniper,TO7H3VV6LD,Access Point,Mist AP21
Juniper,W658O1DAH4,Access Point,Mist AP21
Juniper,DRSGAPN4FZ,Access Point,Mist AP21
Juniper,FSBWPH0IQG,Access Point,Mist AP21
Juniper,EPFM5Y1KAV,Access Point,Mist AP21
Juniper,NCTZI9Y1EX,Access Point,Mist AP21
Juniper,N81GT975NO,Access Point,Mist AP21
Juniper,O9S73BD6CP,Access Point,Mist AP21
Juniper,JODSGWC593,Access Point,Mist AP21
Juniper,RUAVA8U3HL,Access Point,Mist AP21
Juniper,1X9NI2U2JJ,Access Point,Mist AP21
Juniper,ZUSVF77CDR,Access Point,Mist AP21
Juniper,X1KU3A32MV,Access Point,Mist AP21
Juniper,WHA0GQCT8D,Access Point,Mist AP21
Palo Alto,4IF38UCG9V,Router,PA-850
Palo Alto,1ITGETGIGR,Router,PA-850
Palo Alto,YIICTHG9XI,Router,PA-850
Palo Alto,LBRIEN9JHG,Router,PA-850
Palo Alto,NKVT5BRTUZ,Router,PA-850
Palo Alto,7IDCGXOE7T,Router,PA-850
Palo Alto,URDP25DYFY,Router,PA-850
Palo Alto,EELOO1ZTHM,Router,PA-850
Palo Alto,6EDC2H8W7I,Router,PA-850
Palo Alto,7WGOFT55PE,Router,PA-850
Palo Alto,A2D27XCHW0,Router,PA-850
Palo Alto,OOWOPF4NH5,Router,PA-850
Palo Alto,VMD9I7XYWG,Router,PA-850
Palo Alto,PPRHE28503,Router,PA-850
Palo Alto,3G25MQ5Z0Z,Router,PA-850
Palo Alto,Z51SWI3MVE,Router,PA-850
Palo Alto,ZLZYVU2XCM,Router,PA-850
Palo Alto,ZSTGNSORZS,Router,PA-850
Palo Alto,3GZI63EZLC,Router,PA-850
Cisco,8CJQSQQ4WQ,Access Point,Aironet 2800
Cisco,LEAX35S176,Access Point,Aironet 2800
Cisco,YLE4NZMQI4,Access Point,Aironet 2800
Cisco,9DS2XBVAM8,Access Point,Aironet 2800
Cisco,MTE3GBEKEZ,Access Point,Aironet 2800
Cisco,968NA2Z8LD,Access Point,Aironet 2800
Cisco,R09RDOE453,Access Point,Aironet 2800
Cisco,E2WJBURXN0,Access Point,Aironet 2800
Cisco,G2OZUAODY0,Access Point,Aironet 2800
Cisco,Z6MX6EPAF6,Access Point,Aironet 2800
Cisco,8Y4S7RIH5D,Access Point,Aironet 2800
Cisco,JNP6SZGDBG,Access Point,Aironet 2800
Cisco,HTV0XCP7UY,Access Point,Aironet 2800
Cisco,I1GXICR5GI,Access Point,Aironet 2800
Cisco,QFY1ULCCPH,Access Point,Aironet 2800
Cisco,HX3FE70S6R,Access Point,Aironet 2800
Cisco,G5KZVZM0W5,Access Point,Aironet 2800
Cisco,YPGJLNCPSY,Access Point,Aironet 2800
Cisco,2TQ4QJUCRY,Access Point,Aironet 2800
Cisco,V3UOQDMC9Q,Access Point,Aironet 2800
Cisco,6V7HP5ALVG,Access Point,Aironet 2800
Cisco,ISGCJVUQ4X,Access Point,Aironet 2800
Cisco,PP066TVDHA,Access Point,Aironet 2800
Cisco,TCZV5E7IHS,Access Point,Aironet 2800
Cisco,VNC7IUXBLE,Access Point,Aironet 2800
Cisco,TRTW51RUAS,Access Point,Aironet 2800
Cisco,X977R41DSF,Access Point,Aironet 2800
Cisco,39PNVRCPMF,Router,NCS 5000 Series
Cisco,O9NIPC8XNC,Router,NCS 5000 Series
Cisco,WIFZWHGBLM,Router,NCS 5000 Series
Cisco,ZQYWKCLRSF,Router,NCS 5000 Series
Cisco,2E8MVE2LY1,Router,NCS 5000 Series
Cisco,U08IO6V49Z,Router,NCS 5000 Series
Cisco,RH3G1O6QNB,Router,NCS 5000 Series
Cisco,F48V6RKM62,Router,NCS 5000 Series
Cisco,NJ5PMTU031,Router,NCS 5000 Series
Cisco,JA813BC7E1,Router,NCS 5000 Series
Cisco,68GBZHFEEX,Router,NCS 5000 Series
Cisco,5JG2MW4LM3,Router,NCS 5000 Series
Cisco,LMWTP4L4K0,Router,NCS 5000 Series
Cisco,V1U31WFK7F,Router,NCS 5000 Series
Cisco,FTJJL6H6MI,Router,NCS 5000 Series
Cisco,NGFT2S8G1F,Router,NCS 5000 Series
Cisco,Z3I5T47BEC,Router,NCS 5000 Series
Fortinet,HHKA6N91YT,Firewall,FortiExtender 201E
Fortinet,2KTP3V2V73,Firewall,FortiExtender 201E
Fortinet,EVWFM5TZFP,Firewall,FortiExtender 201E
Fortinet,HFOJN5KTQQ,Firewall,FortiExtender 201E
Fortinet,C61MUB3MF1,Firewall,FortiExtender 201E
Fortinet,GU7L4263YS,Firewall,FortiExtender 201E
Palo Alto,5H6TNL5UZK,Router,PA-850
Palo Alto,BSZO0439UL,Router,PA-850
Palo Alto,WT0AY9ZL1N,Router,PA-850
Palo Alto,8V1LSH50Q7,Router,PA-850
Palo Alto,P4CTMZ8DGT,Router,PA-850
Palo Alto,OT0RGX5BGL,Router,PA-850
Palo Alto,0ZK8CPSTSO,Router,PA-850
Palo Alto,QENIVPEORG,Router,PA-850
Palo Alto,2OW2U9B49A,Router,PA-850
Palo Alto,1SX6DYT2SA,Router,PA-850
Palo Alto,QG9QKD6I33,Router,PA-850
Palo Alto,GIG09LZHGR,Router,PA-850
Palo Alto,GEHAQX80ZA,Router,PA-850
Palo Alto,JKUC0U5PJ6,Router,PA-850
Palo Alto,U6ONJ53IPH,Router,PA-850
Fortinet,6ZDAKMOZLX,Firewall,FortiGate 60F
Fortinet,0IZKSF0G57,Firewall,FortiGate 60F
Fortinet,9QXOMGJFT9,Firewall,FortiGate 60F
Fortinet,JIQHYI8XTP,Firewall,FortiGate 60F
Fortinet,GAL7UGTI08,Firewall,FortiGate 60F
Fortinet,F2GGF38KLB,Firewall,FortiGate 60F
 Palo Alto,FK0RSSDFU0,Edge Device,Prisma SD-WAN
 Palo Alto,5BILHXK2CT,Edge Device,Prisma SD-WAN
 Palo Alto,8U6EZ2U8HL,Edge Device,Prisma SD-WAN
 Palo Alto,1EDLVPGCIN,Edge Device,Prisma SD-WAN
 Palo Alto,LTX2ACJWTO,Edge Device,Prisma SD-WAN
 Palo Alto,2V3L3S88ZV,Edge Device,Prisma SD-WAN
 Palo Alto,7T91VD13GQ,Edge Device,Prisma SD-WAN
 Palo Alto,DPDJK1T7HN,Edge Device,Prisma SD-WAN
 Palo Alto,V0ZBDODRA1,Edge Device,Prisma SD-WAN
 Palo Alto,ZU2TI8ZJ70,Edge Device,Prisma SD-WAN
 Palo Alto,8P92U0SV8J,Edge Device,Prisma SD-WAN
 Palo Alto,0I2BR1N7C2,Edge Device,Prisma SD-WAN
 Palo Alto,XLD0MLFF93,Edge Device,Prisma SD-WAN
 Palo Alto,7D4D4QVBVJ,Edge Device,Prisma SD-WAN
Palo Alto,5CS85NJ1UZ,Router,PA-220R
Palo Alto,4OVTVRCHOU,Router,PA-220R
Palo Alto,MVPVQ430DP,Router,PA-220R
Palo Alto,ZJ77IEYGWO,Router,PA-220R
Palo Alto,OPJ9GG9SSB,Router,PA-220R
Palo Alto,BY57S6W6XP,Router,PA-220R
Palo Alto,TIVVK1ZE7X,Router,PA-220R
Palo Alto,C6G6P3QVPM,Router,PA-220R
Palo Alto,8847VSIJ4K,Router,PA-220R
Palo Alto,5V2RNFU45F,Router,PA-220R
Palo Alto,6EA1LC0752,Router,PA-220R
Palo Alto,ALRF8JSIZN,Router,PA-220R
Palo Alto,TMPHEFOR5Y,Router,PA-220R
Palo Alto,3WGRK70NU9,Router,PA-220R
Palo Alto,12HTRDCBOC,Router,PA-220R
Palo Alto,OMFYN53YF7,Router,PA-220R
Palo Alto,CB6NR34A9F,Router,PA-220R
Fortinet,7QNDU7Y2C9,Firewall,FortiExtender 201E
Fortinet,JLBR1EK221,Firewall,FortiExtender 201E
Fortinet,TWFHNECWC9,Firewall,FortiExtender 201E
Fortinet,7RED2T6QQP,Firewall,FortiExtender 201E
Fortinet,6DLYQKZCJ5,Firewall,FortiExtender 201E
Fortinet,LY5J8E8OBS,Firewall,FortiExtender 201E
Fortinet,FROYBK6MCR,Firewall,FortiExtender 201E
Fortinet,92B4KSFKSO,Load Balancer,FortiADC 200F
Fortinet,LYGYS572W5,Load Balancer,FortiADC 200F
Fortinet,IRCTFAPW7J,Load Balancer,FortiADC 200F
Palo Alto,LU7R7TD2VK,Firewall,PA-5220
Palo Alto,9M4ROOC9GV,Firewall,PA-5220
Palo Alto,2XP2JAHW3W,Firewall,PA-5220
Palo Alto,01B1S8KF8K,Firewall,PA-5220
Palo Alto,PN1ZDC5XKE,Firewall,PA-5220
Palo Alto,RXT5IGW8X0,Firewall,PA-5220
Palo Alto,BQVAGGFXRJ,Firewall,PA-5220
Juniper,RDPHR94OE8,Access Point,Mist AP43
Juniper,RJ79A3ARR2,Access Point,Mist AP43
Juniper,9NYD071Q7Y,Access Point,Mist AP43
Juniper,SRT4N4FEFB,Access Point,Mist AP43
Juniper,QDDZFTLNER,Access Point,Mist AP43
Juniper,H13CU2YITF,Access Point,Mist AP43
Juniper,4O8HZHCPOU,Access Point,Mist AP43
Juniper,49YL610SK0,Access Point,Mist AP43
Juniper,HOFG6U1B1M,Access Point,Mist AP43
Juniper,2V9S5AVXCS,Access Point,Mist AP43
Juniper,70ZQGVBQ75,Access Point,Mist AP43
Juniper,J7FCBWH1U2,Access Point,Mist AP43
Juniper,YBWQONH2P3,Access Point,Mist AP43
Juniper,LBV9A44IFS,Access Point,Mist AP43
Juniper,UAGNUPUUEE,Access Point,Mist AP43
Juniper,EZKMAG9HH6,Access Point,Mist AP43
Juniper,N2X2A4W9UA,Switch,QFX10002
Juniper,H1NYG0WSE4,Switch,QFX10002
Juniper,3GA66RN2QT,Switch,QFX10002
Juniper,UTN80UU29W,Switch,QFX10002
Juniper,41ZP136QYZ,Switch,QFX10002
Juniper,Z0PYO6W9VL,Switch,QFX10002
Juniper,KNMRSN0UNO,Switch,QFX10002
Juniper,CCL4TZU1J4,Switch,QFX10002
Juniper,73FK0O81NL,Switch,QFX10002
Juniper,H9YG7MP4XE,Switch,QFX10002
Juniper,IUP4HHM9X6,Switch,QFX10002
Juniper,HSWIKTXXR1,Switch,QFX10002
Cisco,372B0GUMKG,Router,ASR 1000 Series
Cisco,PAD88I4585,Router,ASR 1000 Series
Cisco,9D885JW236,Router,ASR 1000 Series
Cisco,RNN9YMRBLN,Router,ASR 1000 Series
Cisco,01JV675AVR,Router,ASR 1000 Series
Cisco,EQAYKPZHZW,Router,ASR 1000 Series
Cisco,E8J0QEZU6G,Router,ASR 1000 Series
Cisco,9B7N7D354G,Router,ASR 1000 Series
Cisco,XK2QEMEBYI,Router,ASR 1000 Series
Cisco,JM3RP3AQSD,Router,ASR 1000 Series
Cisco,QPJB0X5B13,Router,ASR 1000 Series
Cisco,Z1YETVDNBS,Router,ASR 1000 Series
Cisco,9JRTNF1YRE,Router,ASR 1000 Series
Cisco,JG7IIGG7K1,Router,ASR 1000 Series
Cisco,HMMNIUXDYZ,Router,ASR 1000 Series
Cisco,ZKGSQ9STEC,Router,ASR 1000 Series
Cisco,4D9AVE7RXO,Router,ASR 1000 Series
Fortinet,5BFFBY951N,Firewall,FortiGate 100F
Fortinet,L6WYCBDHU4,Firewall,FortiGate 100F
Fortinet,37ZG0DDJ6Y,Firewall,FortiGate 100F
Fortinet,FEDWHF752P,Firewall,FortiGate 100F
Fortinet,WIHXKEOX3C,Firewall,FortiGate 100F
Fortinet,62XHPZ7B92,Firewall,FortiGate 100F
Fortinet,L71YGRZ28W,Firewall,FortiGate 100F
Fortinet,8MGT21Y6EB,Firewall,FortiGate 100F
Fortinet,0X1BTL9TYV,Firewall,FortiGate 100F
Juniper,X6PMWA7ZH8,Switch,QFX5120
Juniper,DA1343S352,Switch,QFX5120
Juniper,P2FGXYXQIO,Switch,QFX5120
Juniper,1NW1E3CLTV,Switch,QFX5120
Juniper,XAPRO29R8G,Switch,QFX5120
Juniper,XTAX0OY343,Switch,QFX5120
Juniper,8V1CMPFF6E,Switch,QFX5120
Juniper,DT13LWQG5X,Switch,QFX5120
Juniper,BYVE3IJZFP,Switch,QFX5120
Juniper,7LAV83UW6A,Switch,QFX5120
Juniper,0TSH33EXBX,Switch,QFX5120
Juniper,T3T98AOUW7,Switch,QFX5120
Juniper,6T4AFQ69R6,Switch,QFX5120
Juniper,2NW6YQC7B6,Switch,QFX5120
Juniper,LRT6LRLU08,Switch,QFX5120
Juniper,HJ75XZEOY3,Firewall,SRX5800
Juniper,OI68LA1AM9,Firewall,SRX5800
Juniper,GB11W2BYXP,Firewall,SRX5800
Juniper,SK3DRD49BR,Firewall,SRX5800
Juniper,VA37OJFSJ3,Firewall,SRX5800
Juniper,1POF06H5IN,Firewall,SRX5800
Cisco,ZAKSZZLW6U,Gateway,ASR 920
Cisco,1DQAD0FH8I,Gateway,ASR 920
